Treat,Sample_type,Layer,Spot,Sample,Replicat,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
Sp,Soil_Sp,0_10,1223,1223_0_10,0,579,758.823,1002.889,95.355,35.485,20.775,79.771,0.8,37.162,750,1019,66.194,21,1.708,0.585,0.939
Sp,Soil_Sp,0_10,1223,1223_0_10,0,601,1968.337,1006.157,97.983,33.869,22.594,142.672,0.787,36.056,1954,994,146.31,25.342,1.499,0.667,0.92
Sp,Soil_Sp,0_10,1223,1223_0_10,0,265,2183.13,1049.625,60.284,20.428,16.517,105.252,0.916,21.471,2178,1040,117.759,16.735,1.237,0.809,0.943
Sp,Soil_Sp,0_10,1223,1223_0_10,0,745,336.709,1429.491,110.811,32.592,29.104,36.311,0.762,35.355,318,1431,171.87,31.113,1.12,0.893,0.914
Sp,Soil_Sp,0_10,1223,1223_0_10,0,348,1460.713,1511.506,71.012,23.969,18.486,37.211,0.867,25,1450,1518,36.87,20.125,1.297,0.771,0.933
Sp,Soil_Sp,0_10,1223,1223_0_10,0,583,2008.479,1672.298,96.912,35.536,20.889,57.244,0.78,39.205,1997,1689,52.253,22.627,1.701,0.588,0.945
Sp,Soil_Sp,0_10,1223,1223_0_10,0,442,1821.638,1834.649,79.983,28.751,19.574,51.953,0.868,29.53,1814,1847,61.699,19.799,1.469,0.681,0.94
Sp,Soil_Sp,10_30,1223,1223_10_30,0,345,909.857,63.019,69.355,24.076,18.245,13.312,0.901,25.08,898,66,23.499,18.95,1.32,0.758,0.945
Sp,Soil_Sp,10_30,1223,1223_10_30,0,431,667.948,77.468,82.912,31.028,17.686,144.66,0.788,31.064,655,69,146.821,18.994,1.754,0.57,0.897
Sp,Soil_Sp,10_30,1223,1223_10_30,0,492,1672.758,102.346,86.326,27.064,23.146,39.863,0.83,29.155,1661,113,30.964,24.931,1.169,0.855,0.926
Sp,Soil_Sp,10_30,1223,1223_10_30,0,330,555.615,634.897,68.77,23.46,17.91,103.07,0.877,23.77,552,623,104.621,18,1.31,0.763,0.936
Sp,Soil_Sp,10_30,1223,1223_10_30,0,297,2272.931,688.328,64.184,19.954,18.951,40.824,0.906,21.401,2264,694,37.405,19.799,1.053,0.95,0.932
Sp,Soil_Sp,10_30,1223,1223_10_30,0,508,1605.97,946.89,88.669,31.773,20.357,29.861,0.812,32.802,1593,958,37.569,21.466,1.561,0.641,0.928
Sp,Soil_Sp,10_30,1223,1223_10_30,0,500,849.982,986.546,87.255,28.187,22.585,163.65,0.825,30.083,835,983,158.552,24.308,1.248,0.801,0.925
Sp,Soil_Sp,10_30,1223,1223_10_30,0,731,1169.629,1040.443,112.669,38.492,24.18,176.416,0.724,39.56,1151,1046,16.144,26,1.592,0.628,0.887
Sp,Soil_Sp,10_30,1223,1223_10_30,0,258,686.19,1185.287,59.941,20.096,16.346,79.754,0.902,20.591,681,1194,60.945,17,1.229,0.813,0.926
Sp,Soil_Sp,10_30,1223,1223_10_30,0,775,472.026,1260.188,108.569,36.021,27.394,22.384,0.826,37.216,457,1272,30.7,28.619,1.315,0.76,0.921
Sp,Soil_Sp,10_30,1223,1223_10_30,0,394,2024.832,1431.475,76.184,26.537,18.904,57.539,0.853,28.425,2016,1443,50.711,20.871,1.404,0.712,0.926
Sp,Soil_Sp,10_30,1223,1223_10_30,0,380,1238.087,1461.153,74.083,24.244,19.957,53.994,0.87,25,1229,1471,36.87,20.984,1.215,0.823,0.929
Sp,Soil_Sp,10_30,1223,1223_10_30,0,433,1619.276,1786.128,78.669,27.365,20.146,30.091,0.879,27.803,1609,1794,37.694,21.356,1.358,0.736,0.937
Sp,Soil_Sp,0_10,1224,1224_0_10,0,452,1409.67,141.708,82.184,28.387,20.274,1.523,0.841,29.547,1396,146,23.962,21,1.4,0.714,0.933
Sp,Soil_Sp,0_10,1224,1224_0_10,0,419,1131.774,156.684,80.912,30.839,17.299,58.49,0.804,31.385,1124,170,59.349,18.4,1.783,0.561,0.927
Sp,Soil_Sp,0_10,1224,1224_0_10,0,267,1234.403,162.496,61.355,19.743,17.219,146.92,0.891,20.809,1226,156,144.782,17.948,1.147,0.872,0.922
Sp,Soil_Sp,0_10,1224,1224_0_10,0,410,1267.88,250.051,82.669,31.376,16.638,7.345,0.754,31.048,1253,254,14.931,18.016,1.886,0.53,0.897
Sp,Soil_Sp,0_10,1224,1224_0_10,0,410,1731.18,324.312,79.598,29.125,17.923,146.192,0.813,30.61,1719,315,141.633,19.677,1.625,0.615,0.918
Sp,Soil_Sp,0_10,1224,1224_0_10,0,395,1794.558,333.852,80.426,30.302,16.597,23.059,0.767,30.017,1781,341,29.982,17.489,1.826,0.548,0.906
Sp,Soil_Sp,0_10,1224,1224_0_10,0,1505,874.78,362.844,152.468,50.368,38.045,24.882,0.814,53.254,853,382,34.287,40.028,1.324,0.755,0.942
Sp,Soil_Sp,0_10,1224,1224_0_10,0,357,1697.307,430.679,70.87,21.851,20.803,139.462,0.893,24.759,1689,421,133.363,20,1.05,0.952,0.955
Sp,Soil_Sp,0_10,1224,1224_0_10,0,1722,661.75,553.026,175.782,67.578,32.444,162.293,0.7,69.354,626,543,155.283,34.785,2.083,0.48,0.934
Sp,Soil_Sp,0_10,1224,1224_0_10,0,1970,932.232,648.049,195.823,66.576,37.676,149.054,0.646,69.08,901,636,157.891,43.841,1.767,0.566,0.848
Sp,Soil_Sp,0_10,1224,1224_0_10,0,792,1571.298,658.199,125.154,43.86,22.992,102.968,0.635,44.385,1562,639,112.521,25.317,1.908,0.524,0.885
Sp,Soil_Sp,0_10,1224,1224_0_10,0,963,553.996,676.732,122.669,40.965,29.931,56.911,0.804,46.615,542,695,54.605,32,1.369,0.731,0.944
Sp,Soil_Sp,0_10,1224,1224_0_10,0,565,1911.091,706.25,99.74,38.896,18.495,62.445,0.714,37.736,1902,723,57.995,20.012,2.103,0.476,0.872
Sp,Soil_Sp,0_10,1224,1224_0_10,0,1554,2555.477,847.878,326.25,76.111,25.996,38.958,0.183,100.603,2531,879,52.674,40.189,2.928,0.342,0.498
Sp,Soil_Sp,0_10,1224,1224_0_10,0,485,853.991,860.486,85.497,32.199,19.178,151.092,0.834,34.132,840,853,148.173,20.486,1.679,0.596,0.952
Sp,Soil_Sp,0_10,1224,1224_0_10,0,620,1363.021,863.437,93.941,29.412,26.839,93.308,0.883,32.249,1358,849,119.745,26,1.096,0.913,0.963
Sp,Soil_Sp,0_10,1224,1224_0_10,0,1289,1057.5,879.334,148.669,44.717,36.702,15.977,0.733,50.478,1035,894,33.69,36,1.218,0.821,0.895
Sp,Soil_Sp,0_10,1224,1224_0_10,0,588,1529.879,900.66,101.497,39.362,19.02,165.525,0.717,38.471,1511,899,171.027,21.008,2.069,0.483,0.891
Sp,Soil_Sp,0_10,1224,1224_0_10,0,870,1921.785,945.069,113.497,39.339,28.158,113.269,0.849,41.183,1910,927,119.055,28.85,1.397,0.716,0.936
Sp,Soil_Sp,0_10,1224,1224_0_10,0,7166,1018.156,1057.03,360.617,132.611,68.803,47.965,0.692,139.671,1000,1117,60.866,76.198,1.927,0.519,0.958
Sp,Soil_Sp,0_10,1224,1224_0_10,0,551,1421.344,1080.712,92.184,34.269,20.472,62.726,0.815,36.62,1412,1095,55.008,22.313,1.674,0.597,0.952
Sp,Soil_Sp,0_10,1224,1224_0_10,0,524,1898.947,1118.956,85.941,29.806,22.384,77.827,0.892,31.305,1894,1133,63.435,22,1.332,0.751,0.967
Sp,Soil_Sp,0_10,1224,1224_0_10,0,13,1421.577,1119.885,17.657,8.133,2.035,175.307,0.524,8.246,1417,1119,165.964,2,3.996,0.25,0.897
Sp,Soil_Sp,0_10,1224,1224_0_10,0,11,1408.409,1131.227,14.485,5.107,2.742,122.399,0.659,6.403,1407,1128,128.66,3.8,1.862,0.537,0.786
Sp,Soil_Sp,0_10,1224,1224_0_10,0,10321,1586.719,1197.173,1245.266,232.167,56.602,167.888,0.084,420.526,1404,1177,167.782,108.271,4.102,0.244,0.319
Sp,Soil_Sp,0_10,1224,1224_0_10,0,456,1283.768,1186.575,81.841,27.708,20.954,146.131,0.856,29.411,1273,1177,144.689,22.768,1.322,0.756,0.931
Sp,Soil_Sp,0_10,1224,1224_0_10,0,2325,1086.139,1313.889,243.078,100.596,29.427,58.359,0.494,101.514,1051,1351,55.84,34.017,3.418,0.293,0.864
Sp,Soil_Sp,0_10,1224,1224_0_10,0,665,1217.363,1302.951,99.497,29.563,28.641,119.137,0.844,33.106,1210,1319,64.983,29.516,1.032,0.969,0.92
Sp,Soil_Sp,0_10,1224,1224_0_10,0,618,1144.113,1367.065,108.811,45.119,17.44,123.785,0.656,45.222,1133,1348,125.096,19.229,2.587,0.387,0.874
Sp,Soil_Sp,0_10,1224,1224_0_10,0,1120,1007.899,1367.214,127.397,38.965,36.598,155.736,0.867,41.231,994,1353,129.094,37,1.065,0.939,0.937
Sp,Soil_Sp,0_10,1224,1224_0_10,0,1956,1369.286,1379.557,190.468,55.012,45.271,29.716,0.678,64.498,1337,1396,29.745,49.909,1.215,0.823,0.866
Sp,Soil_Sp,0_10,1224,1224_0_10,0,2084,891.298,1397.954,241.865,64.863,40.908,55.99,0.448,70.456,872,1431,55.408,46.363,1.586,0.631,0.829
Sp,Soil_Sp,0_10,1224,1224_0_10,0,321,683.407,1392.435,67.456,24.362,16.776,79.45,0.886,25.08,680,1404,66.501,16,1.452,0.689,0.963
Sp,Soil_Sp,0_10,1224,1224_0_10,0,19,622.079,1443.816,18.142,6.571,3.681,129.841,0.725,7.81,619,1441,140.194,4.828,1.785,0.56,0.76
Sp,Soil_Sp,0_10,1224,1224_0_10,0,868,588.255,1470.998,160.61,51.55,21.439,99.479,0.423,54.231,592,1499,84.71,28.614,2.405,0.416,0.712
Sp,Soil_Sp,10_30,1224,1224_10_30,0,687,997.097,23.547,102.083,34.973,25.011,85.09,0.828,35.341,990,7,115.115,25,1.398,0.715,0.932
Sp,Soil_Sp,10_30,1224,1224_10_30,0,274,644.347,113.982,61.355,20.213,17.26,105.486,0.915,21.095,639,105,121.43,18,1.171,0.854,0.935
Sp,Soil_Sp,10_30,1224,1224_10_30,0,570,632.163,135.304,92.426,28.101,25.827,154.553,0.838,30.61,619,126,141.633,25.893,1.088,0.919,0.932
Sp,Soil_Sp,10_30,1224,1224_10_30,0,514,697.006,272.805,87.154,28.057,23.325,11.743,0.85,29.275,682,273,7.853,24.577,1.203,0.831,0.922
Sp,Soil_Sp,10_30,1224,1224_10_30,0,993,1361.02,440.132,153.581,62.665,20.176,149.022,0.529,62.169,1332,425,154.259,25.551,3.106,0.322,0.805
Sp,Soil_Sp,10_30,1224,1224_10_30,0,371,696.791,441.346,72.184,26.116,18.087,162.413,0.895,26.571,684,437,160.201,18.385,1.444,0.693,0.944
Sp,Soil_Sp,10_30,1224,1224_10_30,0,396,1988.798,456.457,78.083,29.096,17.329,155.485,0.816,29.155,1976,449,149.036,18.341,1.679,0.596,0.922
Sp,Soil_Sp,10_30,1224,1224_10_30,0,695,790.946,475.923,102.184,36.956,23.945,169.358,0.836,37.577,775,466,154.799,24.981,1.543,0.648,0.94
Sp,Soil_Sp,10_30,1224,1224_10_30,0,732,510.146,498.257,133.539,43.826,21.266,85.627,0.516,46.84,510,522,73.887,25.302,2.061,0.485,0.782
Sp,Soil_Sp,10_30,1224,1224_10_30,0,908,509.373,612.641,142.61,51.963,22.248,71.683,0.561,53.31,499,640,66.801,27.679,2.336,0.428,0.833
Sp,Soil_Sp,10_30,1224,1224_10_30,0,245,1494.357,622.263,58.284,19.316,16.15,83.724,0.906,20.591,1490,631,60.945,16,1.196,0.836,0.939
Sp,Soil_Sp,10_30,1224,1224_10_30,0,5697,1651.042,678.139,302.919,92.152,78.714,39.769,0.78,97.693,1638,725,67.109,81.523,1.171,0.854,0.934
Sp,Soil_Sp,10_30,1224,1224_10_30,0,564,2460.319,724.053,95.154,32.416,22.153,174.951,0.783,33.541,2444,728,10.305,23.959,1.463,0.683,0.921
Sp,Soil_Sp,10_30,1224,1224_10_30,0,568,407.134,741.669,95.74,31.277,23.122,57.166,0.779,32.802,400,757,52.431,25.342,1.353,0.739,0.899
Sp,Soil_Sp,10_30,1224,1224_10_30,0,381,1844.02,740.642,76.326,29.213,16.606,43.945,0.822,29.069,1833,750,40.815,17.542,1.759,0.568,0.916
Sp,Soil_Sp,10_30,1224,1224_10_30,0,1000,932.129,831.763,130.811,45.496,27.986,84.945,0.734,45.398,934,808,97.595,28,1.626,0.615,0.932
Sp,Soil_Sp,10_30,1224,1224_10_30,0,610,409.93,894.111,94.912,29.179,26.618,107.8,0.851,31.321,403,909,73.301,28,1.096,0.912,0.938
Sp,Soil_Sp,10_30,1224,1224_10_30,0,374,800.107,1005.324,72.184,24.621,19.341,118.528,0.902,25.807,792,995,125.538,20.597,1.273,0.786,0.941
Sp,Soil_Sp,10_30,1224,1224_10_30,0,787,677.442,1165.561,117.296,39.858,25.14,113.806,0.719,41.617,667,1146,125.218,28.073,1.585,0.631,0.889
Sp,Soil_Sp,10_30,1224,1224_10_30,0,12304,1649.089,1680.267,618.583,167.031,93.79,49.518,0.404,185.27,1577,1755,56.224,123.132,1.781,0.562,0.713
Sp,Soil_Sp,10_30,1224,1224_10_30,0,209,777.911,1602.108,52.284,16.719,15.917,63.757,0.961,17.804,771,1608,38.157,16,1.05,0.952,0.944
Sp,Soil_Sp,10_30,1224,1224_10_30,0,711,623.544,1651.326,102.527,34.777,26.031,178.58,0.85,36.056,609,1642,146.31,24,1.336,0.749,0.971
Sp,Soil_Sp,10_30,1224,1224_10_30,0,390,805.715,1716.333,76.083,26.357,18.84,108.693,0.847,26.926,801,1703,105.068,20.066,1.399,0.715,0.932
Sp,Soil_Sp,10_30,1224,1224_10_30,0,333,781.14,1785.065,74.184,27.839,15.23,90.2,0.76,26.926,778,1772,105.068,16,1.828,0.547,0.9
Sp,Soil_Sp,10_30,1224,1224_10_30,0,990,1540.103,1812.413,133.64,48.573,25.951,164.732,0.697,50.16,1517,1804,156.501,29.614,1.872,0.534,0.901
Sp,Soil_Sp,0_10,1225,1225_0_10,0,740,2108.301,66.697,121.539,38.927,24.204,4.019,0.63,42.755,2085,65,10.784,28.633,1.608,0.622,0.84
Sp,Soil_Sp,0_10,1225,1225_0_10,0,250,2116.512,106.432,59.113,19.771,16.1,19.273,0.899,20.248,2107,110,20.225,16.44,1.228,0.814,0.933
Sp,Soil_Sp,0_10,1225,1225_0_10,0,412,1525.585,227.874,81.841,29.934,17.524,122.124,0.773,30.806,1516,216,125.754,19.415,1.708,0.585,0.903
Sp,Soil_Sp,0_10,1225,1225_0_10,0,419,608.187,251.97,79.841,29.43,18.127,73.654,0.826,29.547,602,266,66.038,18.827,1.624,0.616,0.923
Sp,Soil_Sp,0_10,1225,1225_0_10,0,172,560.122,264.453,48.527,14.885,14.713,30.42,0.918,16.125,552,265,7.125,15,1.012,0.988,0.912
Sp,Soil_Sp,0_10,1225,1225_0_10,0,563,606.466,295.145,90.569,29.457,24.335,164.803,0.863,31.048,592,291,165.069,26.071,1.211,0.826,0.929
Sp,Soil_Sp,0_10,1225,1225_0_10,0,1352,1927.981,304.004,237.48,51.955,33.133,151.38,0.301,68.154,1889,289,165.556,44.458,1.568,0.638,0.662
Sp,Soil_Sp,0_10,1225,1225_0_10,0,480,1908.052,319.881,95.74,30.637,19.949,137.41,0.658,35.384,1895,307,137.291,23.065,1.536,0.651,0.858
Sp,Soil_Sp,0_10,1225,1225_0_10,0,641,1626.172,363.322,97.841,30.28,26.954,75.024,0.841,32.558,1613,374,42.51,28,1.123,0.89,0.928
Sp,Soil_Sp,0_10,1225,1225_0_10,0,675,1884.755,394.026,127.397,36.656,23.446,36.136,0.523,40,1865,402,36.87,29.6,1.563,0.64,0.768
Sp,Soil_Sp,0_10,1225,1225_0_10,0,562,1086.593,516.795,92.569,32.812,21.808,41.32,0.824,34.059,1075,528,40.236,23.062,1.505,0.665,0.915
Sp,Soil_Sp,0_10,1225,1225_0_10,0,727,564.948,569.877,105.497,36.99,25.024,119.394,0.821,39.115,554,553,122.471,27.619,1.478,0.677,0.926
Sp,Soil_Sp,0_10,1225,1225_0_10,0,221,1611.753,636.314,54.284,17.602,15.986,68.209,0.942,18.601,1605,643,53.746,16,1.101,0.908,0.948
Sp,Soil_Sp,0_10,1225,1225_0_10,0,691,1692.462,667.905,119.64,40.884,21.52,102.607,0.607,43.324,1685,649,108.853,25.084,1.9,0.526,0.854
Sp,Soil_Sp,0_10,1225,1225_0_10,0,996,894.913,677.487,168.368,64.108,19.781,156.729,0.442,64.405,865,660,143.842,26.792,3.241,0.309,0.756
Sp,Soil_Sp,0_10,1225,1225_0_10,0,548,891.387,706.358,99.698,35.925,19.422,106.119,0.693,37.736,880,691,122.005,22,1.85,0.541,0.895
Sp,Soil_Sp,0_10,1225,1225_0_10,0,523,1226.173,710.454,91.497,33.218,20.046,75.427,0.785,33.287,1217,725,57.265,21.491,1.657,0.603,0.914
Sp,Soil_Sp,0_10,1225,1225_0_10,0,468,1801.6,776.959,88.326,30.542,19.51,34.353,0.754,32.016,1788,786,38.66,22.445,1.565,0.639,0.897
Sp,Soil_Sp,0_10,1225,1225_0_10,0,295,1243.978,784.663,63.113,21.72,17.293,59.831,0.931,22.825,1239,795,61.189,18,1.256,0.796,0.958
Sp,Soil_Sp,0_10,1225,1225_0_10,0,278,1830.201,828.219,63.598,21.606,16.382,170.896,0.864,22.204,1819,827,172.235,17,1.319,0.758,0.917
Sp,Soil_Sp,0_10,1225,1225_0_10,0,348,1159.56,873.606,72.083,27.602,16.053,40.612,0.842,27.803,1149,883,37.694,16.487,1.719,0.582,0.923
Sp,Soil_Sp,0_10,1225,1225_0_10,0,382,598.497,965.976,74.426,24.302,20.014,25.515,0.867,25.632,586,969,20.556,21.359,1.214,0.824,0.927
Sp,Soil_Sp,0_10,1225,1225_0_10,0,742,1604.597,979.45,111.882,34.089,27.714,20.947,0.745,37.643,1586,985,16.991,29.698,1.23,0.813,0.869
Sp,Soil_Sp,0_10,1225,1225_0_10,0,1196,1491.304,991.094,149.924,47.101,32.33,58.691,0.669,51.923,1484,1015,74.358,35.87,1.457,0.686,0.852
Sp,Soil_Sp,0_10,1225,1225_0_10,0,1018,1052.254,997.81,151.64,48.798,26.561,96.245,0.556,52.202,1040,1019,73.301,33,1.837,0.544,0.828
Sp,Soil_Sp,0_10,1225,1225_0_10,0,495,403.007,1003.14,94.225,36.672,17.186,126.666,0.701,36.401,392,989,127.185,19.298,2.134,0.469,0.864
Sp,Soil_Sp,0_10,1225,1225_0_10,0,596,1826.846,1040.933,91.255,29.255,25.939,64.922,0.899,31.305,1818,1055,63.435,26,1.128,0.887,0.952
Sp,Soil_Sp,0_10,1225,1225_0_10,0,384,310.391,1040.81,80.083,30.358,16.105,111.223,0.752,29.967,304,1027,115.71,16.585,1.885,0.531,0.91
Sp,Soil_Sp,0_10,1225,1225_0_10,0,374,1108.904,1056.545,75.941,27.993,17.011,98.907,0.815,27.857,1106,1043,111.038,17.202,1.646,0.608,0.922
Sp,Soil_Sp,0_10,1225,1225_0_10,0,268,1411.272,1075.918,61.941,21.595,15.801,96.851,0.878,21.84,1409,1065,105.945,16.082,1.367,0.732,0.921
Sp,Soil_Sp,0_10,1225,1225_0_10,0,651,1725.995,1117.211,117.154,33.663,24.623,101.045,0.596,35.777,1720,1101,116.565,25.772,1.367,0.731,0.894
Sp,Soil_Sp,0_10,1225,1225_0_10,0,422,1261.296,1158.512,79.113,27.944,19.228,179.21,0.847,29.069,1249,1151,153.435,19,1.453,0.688,0.936
Sp,Soil_Sp,0_10,1225,1225_0_10,0,474,1008.983,1203.165,86.77,32.885,18.352,99.496,0.791,32.696,1004,1187,113.429,19,1.792,0.558,0.937
Sp,Soil_Sp,0_10,1225,1225_0_10,0,805,1305.811,1252.419,120.125,42.952,23.863,61.399,0.701,44.045,1292,1267,50.528,28.862,1.8,0.556,0.882
Sp,Soil_Sp,0_10,1225,1225_0_10,0,322,1581.947,1286.255,69.012,23.454,17.48,12.951,0.85,24.331,1570,1288,9.462,18.515,1.342,0.745,0.911
Sp,Soil_Sp,0_10,1225,1225_0_10,0,669,1321.355,1310.863,105.64,30.776,27.677,132.223,0.753,34.438,1307,1302,154.179,29.259,1.112,0.899,0.893
Sp,Soil_Sp,0_10,1225,1225_0_10,0,377,1625.232,1305.489,74.426,26.381,18.195,159.371,0.855,27.203,1612,1302,162.897,19.827,1.45,0.69,0.926
Sp,Soil_Sp,0_10,1225,1225_0_10,0,266,725.737,1323.064,61.012,20.602,16.439,129.167,0.898,21.633,720,1314,123.69,16.971,1.253,0.798,0.919
Sp,Soil_Sp,0_10,1225,1225_0_10,0,280,2057.507,1340.325,62.77,21.855,16.313,22.477,0.893,22.472,2048,1346,32.276,16.977,1.34,0.746,0.927
Sp,Soil_Sp,0_10,1225,1225_0_10,0,638,1284.212,1363.02,120.225,50.707,16.02,157.024,0.555,51,1260,1350,151.928,18.783,3.165,0.316,0.85
Sp,Soil_Sp,0_10,1225,1225_0_10,0,677,1528.569,1379.726,109.497,40.527,21.269,93.25,0.71,40.792,1526,1359,101.31,23,1.905,0.525,0.909
Sp,Soil_Sp,0_10,1225,1225_0_10,0,634,1570.45,1406.249,98.811,35.696,22.614,25.066,0.816,35.805,1557,1419,35.91,24.841,1.578,0.634,0.92
Sp,Soil_Sp,0_10,1225,1225_0_10,0,4033,1184.147,1445.383,268.635,96.81,53.042,59.662,0.702,100.722,1165,1489,65.98,54.523,1.825,0.548,0.917
Sp,Soil_Sp,0_10,1225,1225_0_10,0,640,1449.375,1441.352,116.711,48.235,16.894,22.024,0.59,46.615,1428,1451,22.714,19.597,2.855,0.35,0.845
Sp,Soil_Sp,0_10,1225,1225_0_10,0,251,832.233,1469.484,59.113,18.511,17.264,100.688,0.903,20,826,1461,126.87,17,1.072,0.933,0.926
Sp,Soil_Sp,0_10,1225,1225_0_10,0,675,918.596,1520.506,100.569,31.866,26.97,75.821,0.839,34.713,918,1538,78.366,27,1.182,0.846,0.94
Sp,Soil_Sp,0_10,1225,1225_0_10,0,266,959.981,1527.895,60.426,21.235,15.949,139.185,0.915,21.633,954,1519,123.69,16.263,1.331,0.751,0.933
Sp,Soil_Sp,0_10,1225,1225_0_10,0,622,1024.444,1542.19,108.527,45.057,17.577,84.029,0.664,43.738,1018,1563,79.461,18,2.563,0.39,0.931
Sp,Soil_Sp,0_10,1225,1225_0_10,0,933,1429.59,1545.86,120.468,40.593,29.265,161.61,0.808,42.72,1408,1546,163.686,30.674,1.387,0.721,0.923
Sp,Soil_Sp,0_10,1225,1225_0_10,0,559,1377.645,1543.117,95.74,35.271,20.179,133.608,0.766,36.235,1363,1532,140.599,22.326,1.748,0.572,0.889
Sp,Soil_Sp,0_10,1225,1225_0_10,0,400,1650.898,1581.255,77.255,27.18,18.738,35.575,0.842,28.178,1638,1587,27.474,20.58,1.451,0.689,0.915
Sp,Soil_Sp,0_10,1225,1225_0_10,0,331,1404.008,1602.095,71.113,27.337,15.417,7.172,0.823,27.203,1391,1608,17.103,16,1.773,0.564,0.931
Sp,Soil_Sp,0_10,1225,1225_0_10,0,449,1169.796,1635.807,87.841,33.211,17.214,11.759,0.731,32.558,1154,1637,10.62,18.977,1.929,0.518,0.88
Sp,Soil_Sp,0_10,1225,1225_0_10,0,429,968.493,1653.241,96.527,37.807,14.448,92.84,0.579,38.639,963,1633,100.437,16,2.617,0.382,0.851
Sp,Soil_Sp,0_10,1225,1225_0_10,0,386,1287.922,1734.554,77.355,30.154,16.299,86.247,0.811,29.428,1286,1749,80.218,16,1.85,0.541,0.939
Sp,Soil_Sp,0_10,1225,1225_0_10,0,523,1482.366,1736.934,94.083,29.62,22.481,64.865,0.742,30.887,1476,1751,60.945,23.901,1.318,0.759,0.889
Sp,Soil_Sp,0_10,1225,1225_0_10,0,1371,1627.456,1786.796,160.569,65.672,26.581,86.813,0.668,63.789,1624,1754,99.019,26.87,2.471,0.405,0.935
Sp,Soil_Sp,0_10,1225,1225_0_10,0,173,1038.419,1765.882,48.284,14.972,14.712,74.476,0.932,16.401,1034,1773,52.431,15,1.018,0.983,0.928
Sp,Soil_Sp,0_10,1225,1225_0_10,0,643,1074.103,1800.374,113.882,39.098,20.94,102.634,0.623,45.891,1071,1780,101.31,24,1.867,0.536,0.865
Sp,Soil_Sp,0_10,1225,1225_0_10,0,664,1283.806,1828.352,113.983,39.094,21.626,161.707,0.642,42.048,1263,1821,154.654,24.336,1.808,0.553,0.829
Sp,Soil_Sp,0_10,1225,1225_0_10,0,962,850.878,1858.585,155.539,37.165,32.957,172.94,0.5,44.553,837,1872,44.091,34.974,1.128,0.887,0.803
Sp,Soil_Sp,0_10,1225,1225_0_10,0,7,1267.643,1847.214,12.728,5.813,1.533,140.845,0.543,6.403,1265,1845,141.34,2.121,3.792,0.264,0.667
Sp,Soil_Sp,0_10,1225,1225_0_10,2,754,934.806,200.435,114.811,36.663,26.185,55.892,0.719,40.46,920,214,50.013,28.958,1.4,0.714,0.9
Sp,Soil_Sp,0_10,1225,1225_0_10,2,457,297.146,259.48,81.255,27.515,21.148,116.392,0.87,28.601,289,248,126.469,22.188,1.301,0.769,0.937
Sp,Soil_Sp,0_10,1225,1225_0_10,2,320,888.434,280.928,67.012,23.536,17.311,124.118,0.895,24.413,882,271,124.992,18.385,1.36,0.736,0.928
Sp,Soil_Sp,0_10,1225,1225_0_10,2,1316,1010.847,389.199,140.669,44.593,37.575,0.01,0.836,48.332,989,374,155.556,36,1.187,0.843,0.956
Sp,Soil_Sp,0_10,1225,1225_0_10,2,230,1807,482,55.698,18.271,16.028,152.544,0.932,20,1799,476,143.13,16,1.14,0.877,0.935
Sp,Soil_Sp,0_10,1225,1225_0_10,2,597,2000.178,517.401,109.497,34.741,21.88,144.084,0.626,37.216,1981,509,149.3,26.87,1.588,0.63,0.81
Sp,Soil_Sp,0_10,1225,1225_0_10,2,831,1314.636,612.761,127.64,50.326,21.024,80.591,0.641,49.477,1306,637,75.964,23.728,2.394,0.418,0.864
Sp,Soil_Sp,0_10,1225,1225_0_10,2,523,800.55,635.896,90.083,32.08,20.757,139.646,0.81,33.287,787,624,147.265,23.533,1.545,0.647,0.906
Sp,Soil_Sp,0_10,1225,1225_0_10,2,1447,982.461,703.787,152.267,47.424,38.849,176.41,0.784,51.245,956,705,5.599,42.086,1.221,0.819,0.894
Sp,Soil_Sp,0_10,1225,1225_0_10,2,1031,871.501,838.682,141.882,52.944,24.794,78.56,0.644,56.515,868,869,76.701,26.679,2.135,0.468,0.902
Sp,Soil_Sp,0_10,1225,1225_0_10,2,311,743.674,920.838,69.255,25.537,15.506,69.416,0.815,25.298,740,933,71.565,15.811,1.647,0.607,0.913
Sp,Soil_Sp,0_10,1225,1225_0_10,2,503,1830.083,934.273,87.012,29.67,21.585,168.336,0.835,30.232,1817,926,145.784,22,1.375,0.728,0.938
Sp,Soil_Sp,0_10,1225,1225_0_10,2,287,968.493,943.845,63.113,20.304,17.997,14.155,0.905,21.541,959,949,21.801,18,1.128,0.886,0.936
Sp,Soil_Sp,0_10,1225,1225_0_10,2,634,1099.464,997.853,107.054,34.638,23.305,156.374,0.695,39.294,1084,990,165.256,26.068,1.486,0.673,0.86
Sp,Soil_Sp,0_10,1225,1225_0_10,2,573,1864.589,1035.264,97.397,32.014,22.789,103.68,0.759,33.734,1864,1019,101.976,25.477,1.405,0.712,0.893
Sp,Soil_Sp,0_10,1225,1225_0_10,2,1150,1180.252,1072.715,134.368,45.141,32.437,144.502,0.8,48.374,1159,1060,150.255,35.258,1.392,0.719,0.915
