Treat,Sample_type,Layer,Spot,Sample,Replicat,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
Sp,Soil_Sp,10_30,1234,1234_10_30,0,213,1881.988,458.829,54.527,17.021,15.934,24.266,0.9,18.439,1873,458,167.471,16,1.068,0.936,0.912
Sp,Soil_Sp,10_30,1234,1234_10_30,0,286,2176.182,461.993,65.841,24.893,14.628,139.003,0.829,25,2167,453,143.13,15.556,1.702,0.588,0.909
Sp,Soil_Sp,10_30,1234,1234_10_30,0,1584,1792.67,490.477,213.362,100.404,20.087,48.596,0.437,96.047,1764,529,51.34,21.387,4.998,0.2,0.89
Sp,Soil_Sp,10_30,1234,1234_10_30,0,139,1863.701,474.284,42.284,13.584,13.029,116.104,0.977,14.56,1861,481,74.055,13,1.043,0.959,0.927
Sp,Soil_Sp,10_30,1234,1234_10_30,0,219,2396.482,475.637,53.941,18.543,15.038,44.929,0.946,19.416,2389,482,34.509,15.556,1.233,0.811,0.936
Sp,Soil_Sp,10_30,1234,1234_10_30,0,381,2251.056,479.067,81.355,32.454,14.947,165.152,0.723,31.305,2237,472,153.435,15.796,2.171,0.461,0.894
Sp,Soil_Sp,10_30,1234,1234_10_30,0,247,2111.269,482.937,58.184,20.563,15.294,40.201,0.917,21.401,2103,490,37.405,15.556,1.345,0.744,0.93
Sp,Soil_Sp,10_30,1234,1234_10_30,0,145,2175.61,514.728,43.456,13.744,13.433,121.42,0.965,15,2171,509,126.87,13,1.023,0.977,0.929
Sp,Soil_Sp,10_30,1234,1234_10_30,0,967,2040.092,639.571,149.196,50.087,24.582,126.446,0.546,55.218,2024,618,125.417,29.232,2.038,0.491,0.825
Sp,Soil_Sp,10_30,1234,1234_10_30,0,301,2275.673,648.397,65.113,23.438,16.352,4.681,0.892,23.77,2264,650,14.621,16,1.433,0.698,0.954
Sp,Soil_Sp,10_30,1234,1234_10_30,0,657,578.731,978.27,103.841,36.677,22.808,39.985,0.766,39.051,567,993,50.194,25.309,1.608,0.622,0.893
Sp,Soil_Sp,10_30,1234,1234_10_30,0,234,1695.838,1030.038,56.627,19.843,15.014,179.966,0.917,20.248,1686,1028,159.775,14,1.322,0.757,0.961
Sp,Soil_Sp,10_30,1234,1234_10_30,0,443,1615.453,1252.473,78.77,26.25,21.488,22.623,0.897,28.302,1603,1259,32.005,22,1.222,0.819,0.951
Sp,Soil_Sp,10_30,1234,1234_10_30,0,743,1030.548,1537.085,100.77,34.16,27.694,92.156,0.919,34.986,1024,1521,120.964,26,1.233,0.811,0.978
Sp,Soil_Sp,10_30,1234,1234_10_30,0,471,1146.933,1586.782,80.87,25.701,23.333,16.166,0.905,29.069,1135,1597,49.185,22,1.101,0.908,0.976
Sp,Soil_Sp,10_30,1234,1234_10_30,0,1490,785.084,1736.156,153.882,48.7,38.956,42.904,0.791,53.254,764,1755,55.713,43.922,1.25,0.8,0.953
Sp,Soil_Sp,10_30,1234,1234_10_30,0,3001,988.732,1771.296,251.522,87.991,43.425,132.186,0.596,97.673,955,1737,137.49,48.491,2.026,0.494,0.858
Sp,Soil_Sp,10_30,1234,1234_10_30,0,574,1687.413,1804.974,98.527,30.006,24.357,32.333,0.743,34.482,1673,1816,29.539,26,1.232,0.812,0.886
Sp,Soil_Sp,0_10,1235,1235_0_10,0,610,1055.266,90.639,98.326,33.91,22.904,67.5,0.793,36.056,1048,109,56.31,25.153,1.48,0.675,0.912
Sp,Soil_Sp,0_10,1235,1235_0_10,0,747,2530.88,211.97,112.811,42.71,22.269,157.78,0.738,43.324,2509,204,161.147,24.696,1.918,0.521,0.911
Sp,Soil_Sp,0_10,1235,1235_0_10,0,3688,678.067,247.717,267.38,77.783,60.37,38.545,0.648,86.406,634,251,23.895,67.372,1.288,0.776,0.889
Sp,Soil_Sp,0_10,1235,1235_0_10,0,405,1806.814,263.098,83.012,28.647,18,98.992,0.739,28.636,1802,249,102.095,19.045,1.592,0.628,0.878
Sp,Soil_Sp,0_10,1235,1235_0_10,0,353,1466.364,269.319,71.012,23.197,19.375,1.793,0.88,24.331,1454,269,9.462,19.918,1.197,0.835,0.929
Sp,Soil_Sp,0_10,1235,1235_0_10,0,453,1101.096,296.767,79.799,26.295,21.935,4.087,0.894,28.844,1089,304,33.69,20,1.199,0.834,0.981
Sp,Soil_Sp,0_10,1235,1235_0_10,0,267,2341.552,304.743,60.77,21.479,15.827,43.964,0.909,22.204,2333,312,35.838,16.971,1.357,0.737,0.932
Sp,Soil_Sp,0_10,1235,1235_0_10,0,1058,591.815,404.905,172.894,67.415,19.982,26.65,0.445,68.096,561,426,29.954,27.017,3.374,0.296,0.727
Sp,Soil_Sp,0_10,1235,1235_0_10,0,151,1963.798,468.738,44.284,14.481,13.277,137.003,0.968,15.264,1960,462,121.608,13.864,1.091,0.917,0.929
Sp,Soil_Sp,0_10,1235,1235_0_10,0,418,2013.098,553.543,82.912,27.585,19.294,179.654,0.764,28.443,1999,549,169.875,21,1.43,0.699,0.889
Sp,Soil_Sp,0_10,1235,1235_0_10,0,826,854.684,577.718,125.983,42.712,24.623,67.035,0.654,43.417,844,599,51.546,27.441,1.735,0.576,0.867
Sp,Soil_Sp,0_10,1235,1235_0_10,0,354,1021.571,654.359,70.77,25.343,17.785,123.016,0.888,26.627,1013,644,124.287,19.415,1.425,0.702,0.94
Sp,Soil_Sp,0_10,1235,1235_0_10,0,225,643.344,801.313,54.527,18.675,15.34,135.204,0.951,19.416,638,793,124.509,15.556,1.217,0.821,0.947
Sp,Soil_Sp,0_10,1235,1235_0_10,0,646,500.328,851.477,114.669,46.65,17.632,99.007,0.617,45.88,494,829,106.46,18.827,2.646,0.378,0.911
Sp,Soil_Sp,0_10,1235,1235_0_10,0,428,2154.15,878.255,81.255,28.414,19.179,154.645,0.815,29.411,2141,870,144.689,20.93,1.482,0.675,0.921
Sp,Soil_Sp,0_10,1235,1235_0_10,0,153,2491.389,876.971,45.456,14.163,13.754,109.735,0.931,15.62,2487,871,129.806,14,1.03,0.971,0.922
Sp,Soil_Sp,0_10,1235,1235_0_10,0,323,1967.596,891.389,71.355,25.27,16.274,139.157,0.797,26.249,1959,881,130.365,17.59,1.553,0.644,0.898
Sp,Soil_Sp,0_10,1235,1235_0_10,0,413,2310.808,892.822,78.184,28.713,18.314,118.241,0.849,30,2302,881,126.87,18.783,1.568,0.638,0.94
Sp,Soil_Sp,0_10,1235,1235_0_10,0,337,205.675,899.853,69.355,24.381,17.599,140.662,0.88,25.612,198,889,128.66,19.053,1.385,0.722,0.932
Sp,Soil_Sp,0_10,1235,1235_0_10,0,216,1434.25,926.935,53.941,18.976,14.493,30.048,0.933,19.698,1425,930,23.962,15.205,1.309,0.764,0.933
Sp,Soil_Sp,0_10,1235,1235_0_10,0,969,350.396,1004.078,136.125,45.17,27.314,128.462,0.657,48.415,331,990,141.71,31.862,1.654,0.605,0.847
Sp,Soil_Sp,0_10,1235,1235_0_10,0,809,1962.214,1152.604,143.539,43.785,23.525,142.516,0.493,50.804,1939,1143,143.807,29.511,1.861,0.537,0.755
Sp,Soil_Sp,0_10,1235,1235_0_10,0,3565,2056.961,1209.568,505.813,87.052,52.143,155.757,0.175,151.789,1977,1220,161.565,92.678,1.669,0.599,0.402
Sp,Soil_Sp,0_10,1235,1235_0_10,0,338,1203.074,1184.408,72.284,26.96,15.963,179.917,0.813,26.173,1190,1184,173.418,15,1.689,0.592,0.944
Sp,Soil_Sp,0_10,1235,1235_0_10,0,6095,1857.825,1232.819,314.676,105.631,73.467,148.465,0.773,107.424,1834,1187,118.951,72.715,1.438,0.696,0.941
Sp,Soil_Sp,0_10,1235,1235_0_10,0,9409,1208.47,1286.2,538.6,157.17,76.223,65.23,0.408,183.24,1158,1383,73.84,94.069,2.062,0.485,0.793
Sp,Soil_Sp,0_10,1235,1235_0_10,0,7853,541.872,1488.558,1061.301,209.411,47.747,81.78,0.088,391.798,576,1270,93.658,123.203,4.386,0.228,0.274
Sp,Soil_Sp,0_10,1235,1235_0_10,0,15176,781.624,1364.174,546.423,203.482,94.96,41.294,0.639,201.405,722,1445,57.572,98.102,2.143,0.467,0.906
Sp,Soil_Sp,0_10,1235,1235_0_10,0,17,1293.5,1309.912,18.485,7.523,2.877,100.497,0.625,8.246,1292,1306,104.036,3,2.615,0.382,0.85
Sp,Soil_Sp,0_10,1235,1235_0_10,0,5,1159.9,1340.7,7.657,3.144,2.025,108.435,1,3.606,1159,1339,123.69,2,1.553,0.644,0.909
Sp,Soil_Sp,0_10,1235,1235_0_10,0,468,1778.468,1356.801,89.841,27.5,21.669,4.934,0.729,30.017,1767,1369,29.982,23.768,1.269,0.788,0.875
Sp,Soil_Sp,0_10,1235,1235_0_10,0,1719,907.46,1434.708,179.338,60.605,36.114,25.141,0.672,68.029,879,1458,24.305,39.631,1.678,0.596,0.91
Sp,Soil_Sp,0_10,1235,1235_0_10,0,1904,1596.735,1493.315,297.12,121.592,19.938,28.518,0.271,127.264,1547,1528,30.192,32.02,6.099,0.164,0.638
Sp,Soil_Sp,0_10,1235,1235_0_10,0,23,1609.196,1511.891,25.899,11.24,2.605,2.125,0.431,12.166,1603,1513,9.462,3,4.314,0.232,0.807
Sp,Soil_Sp,0_10,1235,1235_0_10,0,41,1590.11,1518.573,34.385,13.712,3.807,20.553,0.436,16.155,1582,1521,21.801,5.06,3.602,0.278,0.812
Sp,Soil_Sp,0_10,1235,1235_0_10,0,4501,385.845,1577.302,322.191,110.692,51.773,162.061,0.545,112.894,331,1564,161.405,59.065,2.138,0.468,0.83
Sp,Soil_Sp,0_10,1235,1235_0_10,0,362,1723.141,1599.558,75.598,25.909,17.79,104.433,0.796,26.683,1722,1586,102.995,18.741,1.456,0.687,0.912
Sp,Soil_Sp,0_10,1235,1235_0_10,0,564,1273.124,1638.569,106.811,43.372,16.557,20.457,0.621,42.154,1255,1648,22.306,18.9,2.62,0.382,0.856
Sp,Soil_Sp,0_10,1235,1235_0_10,0,17,545.5,1664.147,17.556,7.926,2.731,130.742,0.693,8.485,543,1661,135,3.536,2.902,0.345,0.773
Sp,Soil_Sp,0_10,1235,1235_0_10,3,278,730.82,47.928,62.527,20.008,17.691,121.54,0.894,21.633,724,39,123.69,18,1.131,0.884,0.933
Sp,Soil_Sp,0_10,1235,1235_0_10,3,252,815.837,78.913,59.698,20.438,15.699,1.242,0.889,20.616,806,82,14.036,16,1.302,0.768,0.925
Sp,Soil_Sp,0_10,1235,1235_0_10,3,324,1773.988,112.222,68.284,24.77,16.654,115.487,0.873,26.627,1767,101,124.287,17.393,1.487,0.672,0.949
Sp,Soil_Sp,0_10,1235,1235_0_10,3,238,1823.088,128.584,59.355,21.029,14.41,162.417,0.849,21.19,1813,125,160.71,14.863,1.459,0.685,0.921
Sp,Soil_Sp,0_10,1235,1235_0_10,3,1770,1168.946,247.929,213.966,75.064,30.023,10.482,0.486,82.219,1130,251,4.185,36.674,2.5,0.4,0.782
Sp,Soil_Sp,0_10,1235,1235_0_10,3,523,2246.202,259.431,102.711,41.2,16.163,57.873,0.623,40.706,2236,277,62.176,18.245,2.549,0.392,0.862
Sp,Soil_Sp,0_10,1235,1235_0_10,3,390,2512.51,278.774,78.627,29.717,16.71,80.751,0.793,29.967,2506,293,64.29,17,1.778,0.562,0.958
Sp,Soil_Sp,0_10,1235,1235_0_10,3,2064,324.752,370.821,347.99,71.654,36.676,74.798,0.214,104.403,330,425,73.301,58.209,1.954,0.512,0.499
Sp,Soil_Sp,0_10,1235,1235_0_10,3,356,1866.742,342.868,73.113,27.091,16.731,163.65,0.837,27.785,1855,336,149.744,17.816,1.619,0.618,0.931
Sp,Soil_Sp,0_10,1235,1235_0_10,3,801,956.304,507.119,125.64,35.691,28.575,172.995,0.638,40.804,942,494,143.973,29.379,1.249,0.801,0.852
Sp,Soil_Sp,0_10,1235,1235_0_10,3,869,2334.745,575.431,126.61,39.465,28.036,47.334,0.681,41.617,2315,584,35.218,32.265,1.408,0.71,0.838
Sp,Soil_Sp,0_10,1235,1235_0_10,3,487,1042.095,730.804,94.669,36.552,16.964,101.751,0.683,36.401,1038,713,105.945,18.413,2.155,0.464,0.907
Sp,Soil_Sp,0_10,1235,1235_0_10,3,626,1540.971,735.888,100.912,38.693,20.599,99.319,0.773,39.459,1538,716,98.746,22,1.878,0.532,0.931
Sp,Soil_Sp,0_10,1235,1235_0_10,3,658,1618.287,873.018,120.368,51.57,16.246,121.341,0.571,51.313,1603,851,123.071,17.289,3.174,0.315,0.886
Sp,Soil_Sp,0_10,1235,1235_0_10,3,1314,1218.34,991.767,143.296,44.51,37.588,134.952,0.804,50.12,1208,971,118.61,39.542,1.184,0.844,0.925
Sp,Soil_Sp,0_10,1235,1235_0_10,3,243,1795.623,1022.866,58.284,19.168,16.141,118.086,0.899,20.616,1789,1015,129.094,16.866,1.188,0.842,0.935
Sp,Soil_Sp,0_10,1235,1235_0_10,3,3495,540.99,1058.772,261.037,94.839,46.921,20.587,0.645,98.671,493,1078,17.7,54.439,2.021,0.495,0.859
Sp,Soil_Sp,0_10,1235,1235_0_10,3,448,1375.424,1078.408,84.87,28.88,19.751,98.129,0.782,32.249,1369,1063,119.745,20,1.462,0.684,0.916
Sp,Soil_Sp,0_10,1235,1235_0_10,3,383,1661.187,1150.858,74.527,25.092,19.434,18.215,0.867,26.077,1651,1160,32.471,20,1.291,0.775,0.941
Sp,Soil_Sp,0_10,1235,1235_0_10,3,1767,1778.019,1209.971,288.936,91.582,24.566,132,0.266,117.593,1746,1157,131.553,39.284,3.728,0.268,0.544
Sp,Soil_Sp,0_10,1235,1235_0_10,3,755,844.299,1230.77,116.326,38.969,24.668,11.742,0.701,41.485,823,1230,164.624,27.322,1.58,0.633,0.895
Sp,Soil_Sp,0_10,1235,1235_0_10,3,749,1621.356,1247.142,106.527,36.528,26.107,116.929,0.829,40,1610,1231,126.87,27.727,1.399,0.715,0.943
Sp,Soil_Sp,0_10,1235,1235_0_10,3,14,424.429,1318.643,16.485,5.95,2.996,104.036,0.647,6.708,424,1315,116.565,4,1.986,0.504,0.757
Sp,Soil_Sp,0_10,1235,1235_0_10,3,8,429.625,1322.75,10.485,4.444,2.292,125.355,0.914,5,428,1321,126.87,2.828,1.939,0.516,0.842
Sp,Soil_Sp,0_10,1235,1235_0_10,3,757,407.496,1346.898,117.012,37.688,25.574,71.92,0.695,41.049,393,1363,55.923,28.846,1.474,0.679,0.859
Sp,Soil_Sp,0_10,1235,1235_0_10,3,415,460.433,1482.38,80.184,27.488,19.223,178.374,0.811,27.659,446,1479,167.471,21,1.43,0.699,0.907
Sp,Soil_Sp,0_10,1235,1235_0_10,3,2400,1223.138,1602.461,225.706,98.636,30.98,51.67,0.592,96.519,1192,1641,55.981,32.527,3.184,0.314,0.946
Sp,Soil_Sp,10_30,1235,1235_10_30,0,868,1072.977,16.052,133.882,43.627,25.332,136.994,0.609,48.836,1055,0,137.49,31.041,1.722,0.581,0.871
Sp,Soil_Sp,10_30,1235,1235_10_30,0,235,1286.091,38.113,56.527,18.044,16.583,131.531,0.924,19.209,1280,31,128.66,17,1.088,0.919,0.931
Sp,Soil_Sp,10_30,1235,1235_10_30,0,347,824.641,60.31,72.184,25.551,17.291,77.942,0.837,26,822,73,67.38,17.705,1.478,0.677,0.914
Sp,Soil_Sp,10_30,1235,1235_10_30,0,403,258.197,119.063,80.569,31.832,16.12,131.569,0.78,31.623,249,106,124.695,17.413,1.975,0.506,0.912
Sp,Soil_Sp,10_30,1235,1235_10_30,0,334,1851.793,232.56,67.941,23.891,17.8,137.365,0.909,25.612,1844,223,128.66,18.385,1.342,0.745,0.957
Sp,Soil_Sp,10_30,1235,1235_10_30,0,416,1454.695,263.976,79.113,30.28,17.492,83.474,0.835,29.614,1453,279,78.311,17,1.731,0.578,0.95
Sp,Soil_Sp,10_30,1235,1235_10_30,0,504,1419.371,281.212,86.184,29.385,21.838,23.83,0.853,31.765,1406,289,28.179,23,1.346,0.743,0.941
Sp,Soil_Sp,10_30,1235,1235_10_30,0,389,762.775,294.595,77.012,27.207,18.204,118.537,0.824,28.844,756,283,123.69,19.23,1.495,0.669,0.924
Sp,Soil_Sp,10_30,1235,1235_10_30,0,518,1383.556,376.353,90.669,34.476,19.13,116.07,0.792,36.056,1374,361,123.69,20.426,1.802,0.555,0.924
Sp,Soil_Sp,10_30,1235,1235_10_30,0,663,1469.841,398.177,107.255,35.705,23.643,79.147,0.724,37.696,1466,418,68.199,26,1.51,0.662,0.888
Sp,Soil_Sp,10_30,1235,1235_10_30,0,199,924.198,421.902,52.042,16.835,15.05,110.872,0.923,18.439,918,415,130.601,15,1.119,0.894,0.934
Sp,Soil_Sp,10_30,1235,1235_10_30,0,422,608.237,441.033,75.012,24.162,22.238,116.769,0.942,25.495,604,429,115.56,22,1.087,0.92,0.958
Sp,Soil_Sp,10_30,1235,1235_10_30,0,366,1726.063,492.672,71.598,23.423,19.895,146.574,0.897,25.08,1715,486,156.501,21,1.177,0.849,0.934
Sp,Soil_Sp,10_30,1235,1235_10_30,0,875,1994.964,513.122,141.924,43.363,25.692,15.382,0.546,46.174,1975,526,17.65,31.757,1.688,0.592,0.784
Sp,Soil_Sp,10_30,1235,1235_10_30,0,2154,1460.398,541.882,306.534,110.922,24.725,163.002,0.288,115.434,1406,514,160.78,36.096,4.486,0.223,0.612
Sp,Soil_Sp,10_30,1235,1235_10_30,0,212,94.561,519.877,58.627,19.448,13.88,169.341,0.775,21.633,87,513,146.31,15,1.401,0.714,0.885
Sp,Soil_Sp,10_30,1235,1235_10_30,0,287,2071.469,560.685,64.184,24.059,15.188,125.642,0.875,24.413,2064,551,124.992,15.532,1.584,0.631,0.932
Sp,Soil_Sp,10_30,1235,1235_10_30,0,237,1320.901,562.428,55.698,18.606,16.218,135.072,0.96,20,1314,555,126.87,16.971,1.147,0.872,0.95
Sp,Soil_Sp,10_30,1235,1235_10_30,0,530,692.921,599.525,111.397,38.878,17.357,5.024,0.537,37.216,674,598,173.83,19.447,2.24,0.446,0.845
Sp,Soil_Sp,10_30,1235,1235_10_30,0,216,1041.218,597.167,54.527,18.858,14.584,150.54,0.913,19.416,1033,592,145.491,15.205,1.293,0.773,0.927
Sp,Soil_Sp,10_30,1235,1235_10_30,0,201,522.853,617.903,52.284,16.817,15.218,131.62,0.924,17.804,517,611,128.157,15.784,1.105,0.905,0.926
Sp,Soil_Sp,10_30,1235,1235_10_30,0,463,549.319,677.42,85.255,27.455,21.472,124.455,0.8,30.806,541,663,125.754,23.2,1.279,0.782,0.932
Sp,Soil_Sp,10_30,1235,1235_10_30,0,236,1612.75,697.008,57.941,19.083,15.746,0.133,0.883,19.647,1603,699,14.744,16,1.212,0.825,0.924
Sp,Soil_Sp,10_30,1235,1235_10_30,0,993,1793.153,747.117,127.296,43.883,28.811,169.248,0.77,46.39,1769,742,172.569,31.771,1.523,0.657,0.916
Sp,Soil_Sp,10_30,1235,1235_10_30,0,569,1280.437,793.649,92.527,34.97,20.717,98.314,0.835,34.928,1274,777,113.629,20,1.688,0.592,0.96
Sp,Soil_Sp,10_30,1235,1235_10_30,0,283,1438.376,813.161,64.527,23.868,15.097,57.632,0.854,25.239,1433,824,56.31,16.086,1.581,0.633,0.94
Sp,Soil_Sp,10_30,1235,1235_10_30,0,528,803.595,879.318,90.042,31.599,21.275,107.042,0.818,33.838,793,865,124.16,21.779,1.485,0.673,0.945
Sp,Soil_Sp,10_30,1235,1235_10_30,0,1479,1911.334,947.632,160.267,60.808,30.968,39.498,0.724,61.221,1885,962,38.367,32.239,1.964,0.509,0.908
Sp,Soil_Sp,10_30,1235,1235_10_30,0,2595,974.242,957.501,233.723,90.709,36.425,153.836,0.597,91.526,937,935,146.136,44.534,2.49,0.402,0.84
Sp,Soil_Sp,10_30,1235,1235_10_30,0,318,1246.654,1031.667,70.184,26.442,15.312,67.948,0.811,26.627,1239,1043,55.713,16.231,1.727,0.579,0.92
Sp,Soil_Sp,10_30,1235,1235_10_30,0,332,1727.072,1069.087,73.255,28.306,14.934,64.605,0.777,27.857,1722,1082,68.962,15.97,1.895,0.528,0.907
Sp,Soil_Sp,10_30,1235,1235_10_30,0,611,1456.359,1118.95,103.397,29.211,26.632,170.392,0.718,34.928,1443,1106,156.371,29.34,1.097,0.912,0.895
Sp,Soil_Sp,10_30,1235,1235_10_30,0,270,1064.67,1168.722,61.698,22.315,15.405,28.665,0.891,23.601,1055,1176,36.384,16.1,1.449,0.69,0.946
Sp,Soil_Sp,10_30,1235,1235_10_30,0,287,1441.528,1174.016,65.598,24.387,14.984,22.958,0.838,24.352,1430,1178,19.179,15.215,1.628,0.614,0.918
Sp,Soil_Sp,10_30,1235,1235_10_30,0,2033,938.457,1225.454,319.605,71.122,36.395,171.392,0.25,100.439,887,1236,167.347,53.922,1.954,0.512,0.504
Sp,Soil_Sp,10_30,1235,1235_10_30,0,418,1650.45,1260.127,83.255,29.533,18.021,48.966,0.758,30.61,1641,1271,51.633,21.122,1.639,0.61,0.88
Sp,Soil_Sp,10_30,1235,1235_10_30,0,766,1501.978,1400.475,105.012,35.019,27.851,94.03,0.873,36.401,1495,1417,69.075,27,1.257,0.795,0.948
Sp,Soil_Sp,10_30,1235,1235_10_30,2,530,2052.683,63.979,90.426,26.508,25.457,135.259,0.815,29.411,2039,58,144.689,26,1.041,0.96,0.904
Sp,Soil_Sp,10_30,1235,1235_10_30,2,146,1007.027,169.74,44.284,13.817,13.454,164.406,0.936,14.765,1004,163,118.301,14,1.027,0.974,0.921
Sp,Soil_Sp,10_30,1235,1235_10_30,2,765,2126.244,211.118,114.326,44.289,21.992,167.979,0.735,43.566,2105,210,170.754,23.392,2.014,0.497,0.93
Sp,Soil_Sp,10_30,1235,1235_10_30,2,219,895.313,281.436,53.698,18.861,14.784,127.922,0.954,20,890,273,126.87,15.556,1.276,0.784,0.95
Sp,Soil_Sp,10_30,1235,1235_10_30,2,2825,1052.397,325.293,227.622,81.504,44.131,19.731,0.685,86.649,1013,340,18.853,46.477,1.847,0.541,0.9
Sp,Soil_Sp,10_30,1235,1235_10_30,2,688,1426.999,390.746,116.326,44.063,19.881,109.724,0.639,45.177,1420,369,117.699,22.918,2.216,0.451,0.857
Sp,Soil_Sp,10_30,1235,1235_10_30,2,297,1406.847,406.567,65.012,24.587,15.38,131.464,0.883,25,1400,396,126.87,15.556,1.599,0.626,0.947
Sp,Soil_Sp,10_30,1235,1235_10_30,2,414,872.341,435.795,79.456,29.191,18.057,95.887,0.824,29.155,867,422,112.166,18,1.617,0.619,0.937
Sp,Soil_Sp,10_30,1235,1235_10_30,2,325,2337.469,547.894,68.426,23.661,17.489,142.326,0.872,24.759,2330,538,133.363,18.2,1.353,0.739,0.925
Sp,Soil_Sp,10_30,1235,1235_10_30,2,1155,889.023,624.123,136.184,46.502,31.624,85.288,0.783,49.193,880,645,63.435,30,1.47,0.68,0.941
Sp,Soil_Sp,10_30,1235,1235_10_30,2,1401,1106.716,621.883,180.368,70.83,25.184,10.22,0.541,74.148,1074,629,10.098,29.874,2.812,0.356,0.873
Sp,Soil_Sp,10_30,1235,1235_10_30,2,1748,975.15,642.812,197.196,55.811,39.878,63.871,0.565,66.573,962,675,57.265,47.593,1.4,0.715,0.795
Sp,Soil_Sp,10_30,1235,1235_10_30,2,1456,1123.749,859.653,153.539,48.207,38.456,74.215,0.776,51.42,1116,833,103.496,39.56,1.254,0.798,0.904
Sp,Soil_Sp,10_30,1235,1235_10_30,2,465,1970.685,858.356,83.255,26.564,22.288,171.899,0.843,28.231,1957,865,22.932,23,1.192,0.839,0.934
Sp,Soil_Sp,10_30,1235,1235_10_30,2,572,2207.493,905.448,101.497,36.312,20.056,178.093,0.698,37,2190,899,161.075,22,1.81,0.552,0.878
Sp,Soil_Sp,10_30,1235,1235_10_30,2,1118,1243.242,1038.623,157.782,54.099,26.312,69.843,0.564,59.059,1231,1069,61.699,32.585,2.056,0.486,0.829
Sp,Soil_Sp,10_30,1235,1235_10_30,2,418,253.108,1057.306,78.912,28.191,18.879,144.503,0.844,28.636,241,1050,155.225,20.227,1.493,0.67,0.909
Sp,Soil_Sp,10_30,1235,1235_10_30,2,33147,1283.822,1485.192,728.365,216.726,194.734,46.131,0.785,229.87,1171,1522,10.528,198.028,1.113,0.899,0.944
Sp,Soil_Sp,10_30,1235,1235_10_30,2,468,364.906,1484.944,86.426,29.11,20.47,49.427,0.787,31.401,352,1495,37.235,23.537,1.422,0.703,0.899
Sp,Soil_Sp,10_30,1235,1235_10_30,2,435,722.091,1587.24,85.983,34.225,16.183,38.225,0.739,34.205,708,1597,37.875,17.571,2.115,0.473,0.906
Sp,Soil_Sp,10_30,1235,1235_10_30,2,634,307.112,1643.347,120.326,51.65,15.629,178.625,0.55,48.374,283,1642,172.875,15.693,3.305,0.303,0.924
Sp,Soil_Sp,10_30,1235,1235_10_30,2,257,1083.636,1783.714,61.113,19.612,16.685,147.7,0.865,20.809,1075,1778,144.782,18,1.175,0.851,0.921
Sp,Soil_Sp,10_30,1235,1235_10_30,2,256,1327.02,1898.562,60.527,22.285,14.626,102.329,0.878,22.472,1323,1888,110.854,14.795,1.524,0.656,0.924
Sp,Soil_Sp,10_30,1235,1235_10_30,3,706,1053.772,243.113,103.497,34.393,26.136,122.859,0.828,37.537,1043,227,131.76,28.284,1.316,0.76,0.912
Sp,Soil_Sp,10_30,1235,1235_10_30,3,498,364.141,320.863,89.497,35.194,18.017,112.465,0.781,34.986,356,305,120.964,20.055,1.953,0.512,0.915
Sp,Soil_Sp,10_30,1235,1235_10_30,3,303,1323.266,329.114,65.456,22.962,16.802,94.411,0.889,23.324,1318,319,120.964,16,1.367,0.732,0.953
Sp,Soil_Sp,10_30,1235,1235_10_30,3,473,1353.31,394.637,88.669,33.836,17.799,76.9,0.756,33.734,1349,411,78.024,18.681,1.901,0.526,0.902
Sp,Soil_Sp,10_30,1235,1235_10_30,3,1517,957.963,425.248,209.522,62.613,30.848,0.642,0.434,71.694,925,441,22.989,38.54,2.03,0.493,0.711
Sp,Soil_Sp,10_30,1235,1235_10_30,3,1879,1602.289,495.848,185.439,72.304,33.088,76.495,0.687,70.342,1592,531,75.174,34.925,2.185,0.458,0.91
Sp,Soil_Sp,10_30,1235,1235_10_30,3,1286,1653.601,497.917,151.296,56.996,28.728,159.066,0.706,59.237,1624,488,158.199,29.725,1.984,0.504,0.922
Sp,Soil_Sp,10_30,1235,1235_10_30,3,2496,2274.763,535.244,374.836,142.849,22.247,8.621,0.223,159.531,2192,537,4.674,34.482,6.421,0.156,0.57
Sp,Soil_Sp,10_30,1235,1235_10_30,3,5,2258.5,525.5,10.243,5.642,1.128,0,0.599,5.099,2256,525,168.69,1,5,0.2,1
Sp,Soil_Sp,10_30,1235,1235_10_30,3,2261,566.826,631.511,256.936,75.876,37.941,41.668,0.43,89.051,530,662,34.939,47.824,2,0.5,0.779
Sp,Soil_Sp,10_30,1235,1235_10_30,3,306,1194.258,678.34,68.184,25.798,15.103,69.482,0.827,25.632,1189,690,69.444,15.811,1.708,0.585,0.916
Sp,Soil_Sp,10_30,1235,1235_10_30,3,412,1794.015,753.112,78.083,28.403,18.469,56.438,0.849,29.411,1786,765,54.689,19.799,1.538,0.65,0.93
Sp,Soil_Sp,10_30,1235,1235_10_30,3,641,637.001,778.007,101.64,37.405,21.819,61.053,0.78,37.736,628,793,57.995,24.666,1.714,0.583,0.905
Sp,Soil_Sp,10_30,1235,1235_10_30,3,374,907.091,1000.294,74.77,24.494,19.441,90.123,0.841,26,905,987,112.62,20,1.26,0.794,0.92
